Temperature,Pressure,Density,Volume,Internal Energy,Enthalpy,Entropy,Cv,Cp
333.57,1.6984,1050.7,0.00095177,286.56,288.18,1.2868,0.9676,1.6649
333.73,1.7051,1049.8,0.00095258,286.83,288.46,1.2876,0.96791,1.6668
333.9,1.7119,1048.9,0.00095339,287.1,288.73,1.2884,0.96823,1.6688
334.07,1.7187,1048,0.0009542,287.36,289,1.2892,0.96854,1.6708
334.24,1.7254,1047.1,0.00095501,287.63,289.28,1.29,0.96885,1.6727
334.4,1.7322,1046.2,0.00095582,287.9,289.55,1.2908,0.96916,1.6747
334.57,1.7389,1045.3,0.00095663,288.16,289.82,1.2916,0.96947,1.6767
334.73,1.7457,1044.4,0.00095745,288.42,290.09,1.2924,0.96979,1.6787
334.9,1.7525,1043.6,0.00095826,288.69,290.37,1.2932,0.9701,1.6807
335.06,1.7592,1042.7,0.00095907,288.95,290.64,1.294,0.97041,1.6827
335.23,1.766,1041.8,0.00095989,289.21,290.91,1.2948,0.97072,1.6847
335.39,1.7728,1040.9,0.00096071,289.47,291.18,1.2955,0.97103,1.6868
335.55,1.7795,1040,0.00096153,289.73,291.45,1.2963,0.97134,1.6888
335.72,1.7863,1039.1,0.00096234,289.99,291.71,1.2971,0.97166,1.6908
335.88,1.7931,1038.2,0.00096316,290.25,291.98,1.2979,0.97197,1.6929
336.04,1.7998,1037.4,0.00096398,290.51,292.25,1.2987,0.97228,1.695
336.2,1.8066,1036.5,0.00096481,290.77,292.52,1.2994,0.97259,1.697
336.36,1.8134,1035.6,0.00096563,291.03,292.78,1.3002,0.9729,1.6991
336.52,1.8201,1034.7,0.00096645,291.29,293.05,1.301,0.97321,1.7012
336.68,1.8269,1033.8,0.00096728,291.55,293.31,1.3018,0.97352,1.7033
336.84,1.8337,1032.9,0.0009681,291.8,293.58,1.3025,0.97383,1.7054
337,1.8404,1032.1,0.00096893,292.06,293.84,1.3033,0.97414,1.7076
337.16,1.8472,1031.2,0.00096976,292.32,294.11,1.304,0.97445,1.7097
337.32,1.8539,1030.3,0.00097059,292.57,294.37,1.3048,0.97476,1.7118
337.48,1.8607,1029.4,0.00097142,292.83,294.63,1.3056,0.97507,1.714
337.63,1.8675,1028.5,0.00097225,293.08,294.9,1.3063,0.97539,1.7161
337.79,1.8742,1027.7,0.00097308,293.34,295.16,1.3071,0.9757,1.7183
337.95,1.881,1026.8,0.00097391,293.59,295.42,1.3078,0.97601,1.7205
338.1,1.8878,1025.9,0.00097475,293.84,295.68,1.3086,0.97632,1.7227
338.26,1.8945,1025,0.00097558,294.1,295.94,1.3093,0.97663,1.7249
338.41,1.9013,1024.2,0.00097642,294.35,296.2,1.3101,0.97694,1.7271
338.57,1.9081,1023.3,0.00097726,294.6,296.46,1.3108,0.97725,1.7293
338.72,1.9148,1022.4,0.0009781,294.85,296.72,1.3116,0.97756,1.7316
338.88,1.9216,1021.5,0.00097894,295.1,296.98,1.3123,0.97787,1.7338
339.03,1.9284,1020.6,0.00097978,295.35,297.24,1.3131,0.97818,1.7361
339.18,1.9351,1019.8,0.00098062,295.6,297.5,1.3138,0.97849,1.7383
339.34,1.9419,1018.9,0.00098146,295.85,297.76,1.3146,0.9788,1.7406
339.49,1.9487,1018,0.00098231,296.1,298.01,1.3153,0.97911,1.7429
339.64,1.9554,1017.1,0.00098316,296.35,298.27,1.316,0.97943,1.7452
339.79,1.9622,1016.3,0.000984,296.6,298.53,1.3168,0.97974,1.7475
339.94,1.969,1015.4,0.00098485,296.84,298.78,1.3175,0.98005,1.7499
340.09,1.9757,1014.5,0.0009857,297.09,299.04,1.3182,0.98036,1.7522
340.24,1.9825,1013.6,0.00098655,297.34,299.29,1.319,0.98067,1.7545
340.39,1.9892,1012.8,0.00098741,297.58,299.55,1.3197,0.98098,1.7569
340.54,1.996,1011.9,0.00098826,297.83,299.8,1.3204,0.9813,1.7593
340.69,2.0028,1011,0.00098912,298.08,300.06,1.3212,0.98161,1.7617
340.84,2.0095,1010.1,0.00098997,298.32,300.31,1.3219,0.98192,1.7641
340.99,2.0163,1009.3,0.00099083,298.57,300.56,1.3226,0.98223,1.7665
341.14,2.0231,1008.4,0.00099169,298.81,300.82,1.3233,0.98255,1.7689
341.28,2.0298,1007.5,0.00099255,299.05,301.07,1.324,0.98286,1.7713
341.43,2.0366,1006.6,0.00099342,299.3,301.32,1.3248,0.98317,1.7738
341.58,2.0434,1005.8,0.00099428,299.54,301.57,1.3255,0.98349,1.7763
341.73,2.0501,1004.9,0.00099515,299.78,301.82,1.3262,0.9838,1.7787
341.87,2.0569,1004,0.00099602,300.03,302.08,1.3269,0.98411,1.7812
342.02,2.0637,1003.1,0.00099688,300.27,302.33,1.3276,0.98443,1.7837
342.16,2.0704,1002.3,0.00099775,300.51,302.58,1.3283,0.98474,1.7863
342.31,2.0772,1001.4,0.00099863,300.75,302.83,1.329,0.98506,1.7888
342.45,2.084,1000.5,0.0009995,300.99,303.08,1.3298,0.98537,1.7913
342.6,2.0907,999.63,0.0010004,301.23,303.32,1.3305,0.98569,1.7939
342.74,2.0975,998.75,0.0010013,301.47,303.57,1.3312,0.986,1.7965
342.88,2.1042,997.88,0.0010021,301.71,303.82,1.3319,0.98632,1.7991
343.03,2.111,997,0.001003,301.95,304.07,1.3326,0.98663,1.8017
343.17,2.1178,996.12,0.0010039,302.19,304.32,1.3333,0.98695,1.8043
343.31,2.1245,995.25,0.0010048,302.43,304.56,1.334,0.98727,1.8069
343.45,2.1313,994.37,0.0010057,302.67,304.81,1.3347,0.98758,1.8096
343.6,2.1381,993.5,0.0010065,302.91,305.06,1.3354,0.9879,1.8122
343.74,2.1448,992.62,0.0010074,303.14,305.3,1.3361,0.98822,1.8149
343.88,2.1516,991.75,0.0010083,303.38,305.55,1.3368,0.98854,1.8176
344.02,2.1584,990.87,0.0010092,303.62,305.8,1.3375,0.98886,1.8203
344.16,2.1651,989.99,0.0010101,303.85,306.04,1.3382,0.98917,1.823
344.3,2.1719,989.12,0.001011,304.09,306.29,1.3388,0.98949,1.8258
344.44,2.1787,988.24,0.0010119,304.33,306.53,1.3395,0.98981,1.8286
344.58,2.1854,987.36,0.0010128,304.56,306.78,1.3402,0.99013,1.8313
344.72,2.1922,986.49,0.0010137,304.8,307.02,1.3409,0.99045,1.8341
344.86,2.199,985.61,0.0010146,305.03,307.26,1.3416,0.99078,1.8369
345,2.2057,984.73,0.0010155,305.27,307.51,1.3423,0.9911,1.8398
345.13,2.2125,983.85,0.0010164,305.5,307.75,1.343,0.99142,1.8426
345.27,2.2192,982.98,0.0010173,305.74,307.99,1.3437,0.99174,1.8455
345.41,2.226,982.1,0.0010182,305.97,308.24,1.3443,0.99206,1.8484
345.55,2.2328,981.22,0.0010191,306.2,308.48,1.345,0.99239,1.8513
345.68,2.2395,980.34,0.0010201,306.44,308.72,1.3457,0.99271,1.8542
345.82,2.2463,979.46,0.001021,306.67,308.96,1.3464,0.99304,1.8571
345.96,2.2531,978.58,0.0010219,306.9,309.2,1.3471,0.99336,1.8601
346.09,2.2598,977.7,0.0010228,307.13,309.44,1.3477,0.99369,1.863
346.23,2.2666,976.82,0.0010237,307.37,309.69,1.3484,0.99401,1.866
346.36,2.2734,975.94,0.0010247,307.6,309.93,1.3491,0.99434,1.8691
346.5,2.2801,975.06,0.0010256,307.83,310.17,1.3498,0.99467,1.8721
346.63,2.2869,974.18,0.0010265,308.06,310.41,1.3504,0.995,1.8751
346.77,2.2937,973.3,0.0010274,308.29,310.65,1.3511,0.99532,1.8782
346.9,2.3004,972.41,0.0010284,308.52,310.89,1.3518,0.99565,1.8813
347.04,2.3072,971.53,0.0010293,308.75,311.12,1.3524,0.99598,1.8844
347.17,2.314,970.65,0.0010302,308.98,311.36,1.3531,0.99631,1.8876
347.3,2.3207,969.77,0.0010312,309.21,311.6,1.3538,0.99665,1.8907
347.44,2.3275,968.88,0.0010321,309.44,311.84,1.3544,0.99698,1.8939
347.57,2.3343,968,0.0010331,309.67,312.08,1.3551,0.99731,1.8971
347.7,2.341,967.11,0.001034,309.9,312.32,1.3558,0.99764,1.9003
347.83,2.3478,966.23,0.001035,310.12,312.55,1.3564,0.99798,1.9035
347.96,2.3545,965.34,0.0010359,310.35,312.79,1.3571,0.99831,1.9068
348.1,2.3613,964.46,0.0010369,310.58,313.03,1.3578,0.99865,1.9101
348.23,2.3681,963.57,0.0010378,310.81,313.27,1.3584,0.99898,1.9134
348.36,2.3748,962.68,0.0010388,311.04,313.5,1.3591,0.99932,1.9167
348.49,2.3816,961.79,0.0010397,311.26,313.74,1.3597,0.99966,1.9201
348.62,2.3884,960.9,0.0010407,311.49,313.98,1.3604,1,1.9235
348.75,2.3951,960.02,0.0010416,311.72,314.21,1.3611,1.0003,1.9269
348.88,2.4019,959.13,0.0010426,311.94,314.45,1.3617,1.0007,1.9303
349.01,2.4087,958.24,0.0010436,312.17,314.68,1.3624,1.001,1.9338
349.14,2.4154,957.34,0.0010446,312.4,314.92,1.363,1.0014,1.9372
349.27,2.4222,956.45,0.0010455,312.62,315.15,1.3637,1.0017,1.9407
349.39,2.429,955.56,0.0010465,312.85,315.39,1.3643,1.002,1.9443
349.52,2.4357,954.67,0.0010475,313.07,315.62,1.365,1.0024,1.9478
349.65,2.4425,953.77,0.0010485,313.3,315.86,1.3656,1.0027,1.9514
349.78,2.4493,952.88,0.0010494,313.52,316.09,1.3663,1.0031,1.955
349.91,2.456,951.99,0.0010504,313.75,316.33,1.3669,1.0034,1.9587
350.03,2.4628,951.09,0.0010514,313.97,316.56,1.3676,1.0038,1.9623
350.16,2.4695,950.19,0.0010524,314.19,316.79,1.3682,1.0041,1.966
350.29,2.4763,949.3,0.0010534,314.42,317.03,1.3689,1.0045,1.9697
350.41,2.4831,948.4,0.0010544,314.64,317.26,1.3695,1.0048,1.9735
350.54,2.4898,947.5,0.0010554,314.87,317.49,1.3702,1.0052,1.9773
350.66,2.4966,946.6,0.0010564,315.09,317.73,1.3708,1.0055,1.9811
350.79,2.5034,945.7,0.0010574,315.31,317.96,1.3714,1.0059,1.9849
350.92,2.5101,944.8,0.0010584,315.53,318.19,1.3721,1.0062,1.9888
351.04,2.5169,943.9,0.0010594,315.76,318.42,1.3727,1.0066,1.9927
351.17,2.5237,942.99,0.0010605,315.98,318.66,1.3734,1.007,1.9966
351.29,2.5304,942.09,0.0010615,316.2,318.89,1.374,1.0073,2.0005
351.41,2.5372,941.19,0.0010625,316.42,319.12,1.3746,1.0077,2.0045
351.54,2.544,940.28,0.0010635,316.64,319.35,1.3753,1.008,2.0086
351.66,2.5507,939.37,0.0010645,316.87,319.58,1.3759,1.0084,2.0126
351.79,2.5575,938.47,0.0010656,317.09,319.81,1.3766,1.0088,2.0167
351.91,2.5643,937.56,0.0010666,317.31,320.04,1.3772,1.0091,2.0208
352.03,2.571,936.65,0.0010676,317.53,320.28,1.3778,1.0095,2.025
352.15,2.5778,935.74,0.0010687,317.75,320.51,1.3785,1.0099,2.0292
352.28,2.5845,934.83,0.0010697,317.97,320.74,1.3791,1.0102,2.0334
352.4,2.5913,933.92,0.0010708,318.19,320.97,1.3797,1.0106,2.0376
352.52,2.5981,933,0.0010718,318.41,321.2,1.3804,1.011,2.0419
352.64,2.6048,932.09,0.0010729,318.63,321.43,1.381,1.0113,2.0463
352.76,2.6116,931.17,0.0010739,318.85,321.66,1.3816,1.0117,2.0506
352.89,2.6184,930.26,0.001075,319.07,321.89,1.3823,1.0121,2.055
353.01,2.6251,929.34,0.001076,319.29,322.12,1.3829,1.0125,2.0595
353.13,2.6319,928.42,0.0010771,319.51,322.35,1.3835,1.0128,2.064
353.25,2.6387,927.5,0.0010782,319.73,322.58,1.3841,1.0132,2.0685
353.37,2.6454,926.58,0.0010792,319.95,322.8,1.3848,1.0136,2.0731
353.49,2.6522,925.66,0.0010803,320.17,323.03,1.3854,1.014,2.0777
353.61,2.659,924.73,0.0010814,320.39,323.26,1.386,1.0144,2.0823
353.73,2.6657,923.81,0.0010825,320.61,323.49,1.3867,1.0147,2.087
353.85,2.6725,922.89,0.0010836,320.82,323.72,1.3873,1.0151,2.0917
353.97,2.6793,921.96,0.0010846,321.04,323.95,1.3879,1.0155,2.0965
354.08,2.686,921.03,0.0010857,321.26,324.18,1.3885,1.0159,2.1013
354.2,2.6928,920.1,0.0010868,321.48,324.41,1.3892,1.0163,2.1062
354.32,2.6996,919.17,0.0010879,321.7,324.63,1.3898,1.0167,2.1111
354.44,2.7063,918.24,0.001089,321.92,324.86,1.3904,1.0171,2.116
354.56,2.7131,917.31,0.0010901,322.13,325.09,1.391,1.0175,2.121
354.67,2.7198,916.37,0.0010913,322.35,325.32,1.3916,1.0179,2.126
354.79,2.7266,915.44,0.0010924,322.57,325.55,1.3923,1.0183,2.1311
354.91,2.7334,914.5,0.0010935,322.79,325.77,1.3929,1.0187,2.1363
355.03,2.7401,913.56,0.0010946,323,326,1.3935,1.0191,2.1415
355.14,2.7469,912.62,0.0010957,323.22,326.23,1.3941,1.0195,2.1467
355.26,2.7537,911.68,0.0010969,323.44,326.46,1.3948,1.0199,2.152
355.38,2.7604,910.73,0.001098,323.65,326.68,1.3954,1.0203,2.1573
355.49,2.7672,909.79,0.0010992,323.87,326.91,1.396,1.0207,2.1627
355.61,2.774,908.84,0.0011003,324.09,327.14,1.3966,1.0211,2.1681
355.72,2.7807,907.9,0.0011014,324.3,327.37,1.3972,1.0215,2.1736
355.84,2.7875,906.95,0.0011026,324.52,327.59,1.3978,1.0219,2.1792
355.95,2.7943,906,0.0011038,324.74,327.82,1.3985,1.0223,2.1848
356.07,2.801,905.04,0.0011049,324.95,328.05,1.3991,1.0228,2.1905
356.18,2.8078,904.09,0.0011061,325.17,328.27,1.3997,1.0232,2.1962
356.3,2.8146,903.14,0.0011073,325.38,328.5,1.4003,1.0236,2.202
356.41,2.8213,902.18,0.0011084,325.6,328.73,1.4009,1.024,2.2078
356.53,2.8281,901.22,0.0011096,325.82,328.95,1.4015,1.0245,2.2137
356.64,2.8348,900.26,0.0011108,326.03,329.18,1.4021,1.0249,2.2197
356.75,2.8416,899.3,0.001112,326.25,329.41,1.4028,1.0253,2.2257
356.87,2.8484,898.33,0.0011132,326.46,329.63,1.4034,1.0257,2.2318
356.98,2.8551,897.37,0.0011144,326.68,329.86,1.404,1.0262,2.2379
357.09,2.8619,896.4,0.0011156,326.89,330.09,1.4046,1.0266,2.2442
357.21,2.8687,895.43,0.0011168,327.11,330.31,1.4052,1.0271,2.2504
357.32,2.8754,894.46,0.001118,327.32,330.54,1.4058,1.0275,2.2568
357.43,2.8822,893.49,0.0011192,327.54,330.77,1.4064,1.0279,2.2632
357.54,2.889,892.51,0.0011204,327.75,330.99,1.4071,1.0284,2.2697
357.65,2.8957,891.53,0.0011217,327.97,331.22,1.4077,1.0288,2.2763
357.77,2.9025,890.56,0.0011229,328.18,331.44,1.4083,1.0293,2.2829
357.88,2.9093,889.57,0.0011241,328.4,331.67,1.4089,1.0297,2.2896
357.99,2.916,888.59,0.0011254,328.61,331.9,1.4095,1.0302,2.2964
358.1,2.9228,887.61,0.0011266,328.83,332.12,1.4101,1.0306,2.3033
358.21,2.9296,886.62,0.0011279,329.04,332.35,1.4107,1.0311,2.3102
358.32,2.9363,885.63,0.0011291,329.26,332.58,1.4113,1.0316,2.3173
358.43,2.9431,884.64,0.0011304,329.47,332.8,1.4119,1.032,2.3244
358.54,2.9499,883.65,0.0011317,329.69,333.03,1.4125,1.0325,2.3316
358.65,2.9566,882.65,0.001133,329.9,333.25,1.4132,1.0329,2.3388
358.76,2.9634,881.65,0.0011342,330.12,333.48,1.4138,1.0334,2.3462
358.87,2.9701,880.65,0.0011355,330.33,333.71,1.4144,1.0339,2.3537
358.98,2.9769,879.65,0.0011368,330.55,333.93,1.415,1.0344,2.3612
359.09,2.9837,878.65,0.0011381,330.76,334.16,1.4156,1.0348,2.3688
359.2,2.9904,877.64,0.0011394,330.98,334.38,1.4162,1.0353,2.3765
359.31,2.9972,876.63,0.0011407,331.19,334.61,1.4168,1.0358,2.3844
359.42,3.004,875.62,0.0011421,331.41,334.84,1.4174,1.0363,2.3923
359.53,3.0107,874.6,0.0011434,331.62,335.06,1.418,1.0368,2.4003
359.63,3.0175,873.59,0.0011447,331.84,335.29,1.4186,1.0373,2.4084
359.74,3.0243,872.57,0.001146,332.05,335.52,1.4192,1.0378,2.4166
359.85,3.031,871.55,0.0011474,332.26,335.74,1.4198,1.0383,2.4249
359.96,3.0378,870.52,0.0011487,332.48,335.97,1.4205,1.0388,2.4334
360.06,3.0446,869.5,0.0011501,332.69,336.2,1.4211,1.0393,2.4419
360.17,3.0513,868.47,0.0011515,332.91,336.42,1.4217,1.0398,2.4506
360.28,3.0581,867.43,0.0011528,333.12,336.65,1.4223,1.0403,2.4593
360.39,3.0649,866.4,0.0011542,333.34,336.88,1.4229,1.0408,2.4682
360.49,3.0716,865.36,0.0011556,333.55,337.1,1.4235,1.0413,2.4772
360.6,3.0784,864.32,0.001157,333.77,337.33,1.4241,1.0418,2.4863
360.71,3.0851,863.28,0.0011584,333.98,337.56,1.4247,1.0424,2.4955
360.81,3.0919,862.23,0.0011598,334.2,337.78,1.4253,1.0429,2.5049
360.92,3.0987,861.18,0.0011612,334.41,338.01,1.4259,1.0434,2.5144
361.02,3.1054,860.13,0.0011626,334.63,338.24,1.4265,1.0439,2.524
361.13,3.1122,859.08,0.001164,334.84,338.47,1.4271,1.0445,2.5338
361.23,3.119,858.02,0.0011655,335.06,338.69,1.4277,1.045,2.5437
361.34,3.1257,856.96,0.0011669,335.27,338.92,1.4284,1.0455,2.5537
