Temperature (K)	Pressure (MPa)	Density (kg/m3)	Volume (m3/kg)	Internal Energy (kJ/kg)	Enthalpy (kJ/kg)	Entropy (J/g*K)	Cv (J/g*K)	Cp (J/g*K)	Sound Spd. (m/s)	Joule-Thomson (K/MPa)	Viscosity (uPa*s)	Therm. Cond. (W/m*K)	Phase
417.05	0.88698	27.573	0.036267	498.50	530.67	2.0281	0.96601	1.0746	183.90	7.4422	16.570	0.023136	vapor
417.29	0.88698	27.554	0.036293	498.74	530.93	2.0287	0.96635	1.0749	183.97	7.4280	16.579	0.023156	vapor
417.54	0.88698	27.534	0.036319	498.98	531.19	2.0293	0.96669	1.0752	184.04	7.4139	16.589	0.023175	vapor
417.78	0.88698	27.514	0.036344	499.22	531.45	2.0299	0.96703	1.0754	184.11	7.3998	16.598	0.023194	vapor
418.02	0.88698	27.495	0.036370	499.45	531.71	2.0306	0.96736	1.0757	184.18	7.3857	16.608	0.023213	vapor
418.27	0.88698	27.476	0.036396	499.69	531.98	2.0312	0.96770	1.0760	184.25	7.3717	16.617	0.023232	vapor
418.51	0.88698	27.456	0.036422	499.93	532.24	2.0318	0.96804	1.0763	184.32	7.3577	16.626	0.023252	vapor
418.75	0.88698	27.437	0.036448	500.17	532.50	2.0324	0.96838	1.0765	184.39	7.3437	16.636	0.023271	vapor
419.00	0.88698	27.417	0.036473	500.41	532.76	2.0331	0.96872	1.0768	184.45	7.3298	16.645	0.023290	vapor
419.24	0.88698	27.398	0.036499	500.65	533.02	2.0337	0.96906	1.0771	184.52	7.3159	16.655	0.023309	vapor
419.48	0.88698	27.379	0.036525	500.89	533.28	2.0343	0.96940	1.0774	184.59	7.3021	16.664	0.023328	vapor
419.73	0.88698	27.359	0.036550	501.13	533.55	2.0349	0.96974	1.0776	184.66	7.2883	16.673	0.023347	vapor
419.97	0.88698	27.340	0.036576	501.37	533.81	2.0356	0.97008	1.0779	184.73	7.2746	16.683	0.023367	vapor
420.21	0.88698	27.321	0.036602	501.61	534.07	2.0362	0.97041	1.0782	184.80	7.2608	16.692	0.023386	vapor
420.45	0.88698	27.302	0.036628	501.84	534.33	2.0368	0.97075	1.0785	184.87	7.2472	16.701	0.023405	vapor
420.70	0.88698	27.283	0.036653	502.08	534.59	2.0374	0.97109	1.0788	184.94	7.2335	16.711	0.023424	vapor
420.94	0.88698	27.264	0.036679	502.32	534.86	2.0381	0.97143	1.0790	185.01	7.2199	16.720	0.023443	vapor
421.18	0.88698	27.245	0.036705	502.56	535.12	2.0387	0.97177	1.0793	185.07	7.2063	16.730	0.023463	vapor
421.43	0.88698	27.225	0.036730	502.80	535.38	2.0393	0.97211	1.0796	185.14	7.1928	16.739	0.023482	vapor
421.67	0.88698	27.206	0.036756	503.04	535.64	2.0399	0.97245	1.0799	185.21	7.1793	16.748	0.023501	vapor
421.91	0.88698	27.187	0.036782	503.28	535.91	2.0405	0.97279	1.0802	185.28	7.1658	16.758	0.023520	vapor
422.16	0.88698	27.169	0.036807	503.52	536.17	2.0412	0.97313	1.0804	185.35	7.1524	16.767	0.023539	vapor
422.40	0.88698	27.150	0.036833	503.76	536.43	2.0418	0.97347	1.0807	185.42	7.1390	16.777	0.023559	vapor
422.64	0.88698	27.131	0.036859	504.00	536.69	2.0424	0.97381	1.0810	185.48	7.1257	16.786	0.023578	vapor
422.89	0.88698	27.112	0.036884	504.24	536.96	2.0430	0.97415	1.0813	185.55	7.1124	16.795	0.023597	vapor
423.13	0.88698	27.093	0.036910	504.48	537.22	2.0437	0.97449	1.0816	185.62	7.0991	16.805	0.023616	vapor
423.37	0.88698	27.074	0.036935	504.72	537.48	2.0443	0.97483	1.0818	185.69	7.0859	16.814	0.023635	vapor
423.61	0.88698	27.056	0.036961	504.96	537.75	2.0449	0.97517	1.0821	185.76	7.0727	16.823	0.023655	vapor
423.86	0.88698	27.037	0.036987	505.20	538.01	2.0455	0.97551	1.0824	185.82	7.0595	16.833	0.023674	vapor
424.10	0.88698	27.018	0.037012	505.44	538.27	2.0461	0.97585	1.0827	185.89	7.0464	16.842	0.023693	vapor
424.34	0.88698	26.999	0.037038	505.68	538.54	2.0468	0.97619	1.0830	185.96	7.0333	16.851	0.023712	vapor
424.59	0.88698	26.981	0.037063	505.92	538.80	2.0474	0.97653	1.0833	186.03	7.0202	16.861	0.023732	vapor
424.83	0.88698	26.962	0.037089	506.17	539.06	2.0480	0.97687	1.0835	186.10	7.0072	16.870	0.023751	vapor
425.07	0.88698	26.944	0.037114	506.41	539.33	2.0486	0.97721	1.0838	186.16	6.9942	16.880	0.023770	vapor
425.32	0.88698	26.925	0.037140	506.65	539.59	2.0492	0.97755	1.0841	186.23	6.9812	16.889	0.023789	vapor
425.56	0.88698	26.907	0.037166	506.89	539.85	2.0499	0.97789	1.0844	186.30	6.9683	16.898	0.023808	vapor
425.80	0.88698	26.888	0.037191	507.13	540.12	2.0505	0.97823	1.0847	186.37	6.9554	16.908	0.023828	vapor
426.05	0.88698	26.870	0.037217	507.37	540.38	2.0511	0.97858	1.0850	186.43	6.9426	16.917	0.023847	vapor
426.29	0.88698	26.851	0.037242	507.61	540.64	2.0517	0.97892	1.0852	186.50	6.9298	16.926	0.023866	vapor
426.53	0.88698	26.833	0.037268	507.85	540.91	2.0523	0.97926	1.0855	186.57	6.9170	16.936	0.023885	vapor
426.77	0.88698	26.815	0.037293	508.09	541.17	2.0530	0.97960	1.0858	186.64	6.9042	16.945	0.023904	vapor
427.02	0.88698	26.796	0.037319	508.33	541.44	2.0536	0.97994	1.0861	186.70	6.8915	16.954	0.023924	vapor
427.26	0.88698	26.778	0.037344	508.58	541.70	2.0542	0.98028	1.0864	186.77	6.8788	16.964	0.023943	vapor
427.50	0.88698	26.760	0.037370	508.82	541.96	2.0548	0.98062	1.0867	186.84	6.8662	16.973	0.023962	vapor
427.75	0.88698	26.741	0.037395	509.06	542.23	2.0554	0.98096	1.0870	186.91	6.8536	16.982	0.023981	vapor
427.99	0.88698	26.723	0.037421	509.30	542.49	2.0560	0.98130	1.0872	186.97	6.8410	16.992	0.024001	vapor
428.23	0.88698	26.705	0.037446	509.54	542.76	2.0567	0.98164	1.0875	187.04	6.8285	17.001	0.024020	vapor
428.48	0.88698	26.687	0.037472	509.78	543.02	2.0573	0.98198	1.0878	187.11	6.8160	17.010	0.024039	vapor
428.72	0.88698	26.669	0.037497	510.03	543.29	2.0579	0.98233	1.0881	187.17	6.8035	17.020	0.024058	vapor
428.96	0.88698	26.651	0.037523	510.27	543.55	2.0585	0.98267	1.0884	187.24	6.7910	17.029	0.024077	vapor
429.21	0.88698	26.633	0.037548	510.51	543.81	2.0591	0.98301	1.0887	187.31	6.7786	17.038	0.024097	vapor
429.45	0.88698	26.615	0.037573	510.75	544.08	2.0597	0.98335	1.0890	187.37	6.7663	17.048	0.024116	vapor
429.69	0.88698	26.597	0.037599	510.99	544.34	2.0604	0.98369	1.0893	187.44	6.7539	17.057	0.024135	vapor
429.93	0.88698	26.579	0.037624	511.24	544.61	2.0610	0.98403	1.0895	187.51	6.7416	17.066	0.024154	vapor
430.18	0.88698	26.561	0.037650	511.48	544.87	2.0616	0.98437	1.0898	187.57	6.7293	17.076	0.024174	vapor
430.42	0.88698	26.543	0.037675	511.72	545.14	2.0622	0.98472	1.0901	187.64	6.7171	17.085	0.024193	vapor
430.66	0.88698	26.525	0.037701	511.96	545.40	2.0628	0.98506	1.0904	187.71	6.7049	17.094	0.024212	vapor
430.91	0.88698	26.507	0.037726	512.21	545.67	2.0634	0.98540	1.0907	187.77	6.6927	17.104	0.024231	vapor
431.15	0.88698	26.489	0.037751	512.45	545.93	2.0641	0.98574	1.0910	187.84	6.6805	17.113	0.024250	vapor
431.39	0.88698	26.471	0.037777	512.69	546.20	2.0647	0.98608	1.0913	187.91	6.6684	17.122	0.024270	vapor
431.64	0.88698	26.454	0.037802	512.93	546.46	2.0653	0.98642	1.0916	187.97	6.6563	17.132	0.024289	vapor
431.88	0.88698	26.436	0.037828	513.18	546.73	2.0659	0.98677	1.0919	188.04	6.6443	17.141	0.024308	vapor
432.12	0.88698	26.418	0.037853	513.42	547.00	2.0665	0.98711	1.0921	188.11	6.6323	17.150	0.024327	vapor
432.37	0.88698	26.400	0.037878	513.66	547.26	2.0671	0.98745	1.0924	188.17	6.6203	17.160	0.024347	vapor
432.61	0.88698	26.383	0.037904	513.91	547.53	2.0677	0.98779	1.0927	188.24	6.6083	17.169	0.024366	vapor
432.85	0.88698	26.365	0.037929	514.15	547.79	2.0684	0.98813	1.0930	188.30	6.5964	17.178	0.024385	vapor
433.09	0.88698	26.347	0.037954	514.39	548.06	2.0690	0.98848	1.0933	188.37	6.5845	17.188	0.024404	vapor
433.34	0.88698	26.330	0.037980	514.64	548.32	2.0696	0.98882	1.0936	188.44	6.5726	17.197	0.024424	vapor
433.58	0.88698	26.312	0.038005	514.88	548.59	2.0702	0.98916	1.0939	188.50	6.5608	17.206	0.024443	vapor
433.82	0.88698	26.295	0.038030	515.12	548.86	2.0708	0.98950	1.0942	188.57	6.5490	17.216	0.024462	vapor
434.07	0.88698	26.277	0.038056	515.37	549.12	2.0714	0.98984	1.0945	188.63	6.5372	17.225	0.024481	vapor
434.31	0.88698	26.260	0.038081	515.61	549.39	2.0720	0.99019	1.0948	188.70	6.5255	17.234	0.024500	vapor
434.55	0.88698	26.242	0.038106	515.85	549.65	2.0727	0.99053	1.0951	188.77	6.5138	17.244	0.024520	vapor
434.80	0.88698	26.225	0.038132	516.10	549.92	2.0733	0.99087	1.0954	188.83	6.5021	17.253	0.024539	vapor
435.04	0.88698	26.208	0.038157	516.34	550.19	2.0739	0.99121	1.0957	188.90	6.4905	17.262	0.024558	vapor
435.28	0.88698	26.190	0.038182	516.59	550.45	2.0745	0.99155	1.0959	188.96	6.4788	17.271	0.024577	vapor
435.53	0.88698	26.173	0.038207	516.83	550.72	2.0751	0.99190	1.0962	189.03	6.4672	17.281	0.024597	vapor
435.77	0.88698	26.156	0.038233	517.07	550.99	2.0757	0.99224	1.0965	189.09	6.4557	17.290	0.024616	vapor
436.01	0.88698	26.138	0.038258	517.32	551.25	2.0763	0.99258	1.0968	189.16	6.4442	17.299	0.024635	vapor
436.25	0.88698	26.121	0.038283	517.56	551.52	2.0769	0.99292	1.0971	189.23	6.4327	17.309	0.024654	vapor
436.50	0.88698	26.104	0.038309	517.81	551.79	2.0775	0.99327	1.0974	189.29	6.4212	17.318	0.024674	vapor
436.74	0.88698	26.087	0.038334	518.05	552.05	2.0782	0.99361	1.0977	189.36	6.4098	17.327	0.024693	vapor
436.98	0.88698	26.069	0.038359	518.30	552.32	2.0788	0.99395	1.0980	189.42	6.3984	17.337	0.024712	vapor
437.23	0.88698	26.052	0.038384	518.54	552.59	2.0794	0.99429	1.0983	189.49	6.3870	17.346	0.024731	vapor
437.47	0.88698	26.035	0.038409	518.78	552.85	2.0800	0.99464	1.0986	189.55	6.3756	17.355	0.024751	vapor
437.71	0.88698	26.018	0.038435	519.03	553.12	2.0806	0.99498	1.0989	189.62	6.3643	17.364	0.024770	vapor
437.96	0.88698	26.001	0.038460	519.27	553.39	2.0812	0.99532	1.0992	189.68	6.3530	17.374	0.024789	vapor
438.20	0.88698	25.984	0.038485	519.52	553.65	2.0818	0.99567	1.0995	189.75	6.3418	17.383	0.024808	vapor
438.44	0.88698	25.967	0.038510	519.76	553.92	2.0824	0.99601	1.0998	189.81	6.3305	17.392	0.024828	vapor
438.69	0.88698	25.950	0.038536	520.01	554.19	2.0830	0.99635	1.1001	189.88	6.3193	17.402	0.024847	vapor
438.93	0.88698	25.933	0.038561	520.25	554.46	2.0836	0.99669	1.1004	189.94	6.3081	17.411	0.024866	vapor
439.17	0.88698	25.916	0.038586	520.50	554.72	2.0843	0.99704	1.1007	190.01	6.2970	17.420	0.024885	vapor
439.42	0.88698	25.899	0.038611	520.74	554.99	2.0849	0.99738	1.1010	190.07	6.2859	17.430	0.024905	vapor
439.66	0.88698	25.882	0.038636	520.99	555.26	2.0855	0.99772	1.1013	190.14	6.2748	17.439	0.024924	vapor
439.90	0.88698	25.865	0.038662	521.24	555.53	2.0861	0.99806	1.1015	190.20	6.2637	17.448	0.024943	vapor
440.14	0.88698	25.849	0.038687	521.48	555.79	2.0867	0.99841	1.1018	190.27	6.2527	17.457	0.024962	vapor
440.39	0.88698	25.832	0.038712	521.73	556.06	2.0873	0.99875	1.1021	190.33	6.2417	17.467	0.024982	vapor
440.63	0.88698	25.815	0.038737	521.97	556.33	2.0879	0.99909	1.1024	190.40	6.2307	17.476	0.025001	vapor
440.87	0.88698	25.798	0.038762	522.22	556.60	2.0885	0.99944	1.1027	190.46	6.2198	17.485	0.025020	vapor
441.12	0.88698	25.782	0.038787	522.46	556.87	2.0891	0.99978	1.1030	190.53	6.2088	17.494	0.025039	vapor
441.36	0.88698	25.765	0.038813	522.71	557.13	2.0897	1.0001	1.1033	190.59	6.1980	17.504	0.025059	vapor
441.60	0.88698	25.748	0.038838	522.96	557.40	2.0903	1.0005	1.1036	190.66	6.1871	17.513	0.025078	vapor
441.85	0.88698	25.732	0.038863	523.20	557.67	2.0909	1.0008	1.1039	190.72	6.1763	17.522	0.025097	vapor
442.09	0.88698	25.715	0.038888	523.45	557.94	2.0916	1.0012	1.1042	190.78	6.1654	17.532	0.025116	vapor
442.33	0.88698	25.698	0.038913	523.69	558.21	2.0922	1.0015	1.1045	190.85	6.1547	17.541	0.025136	vapor
442.58	0.88698	25.682	0.038938	523.94	558.48	2.0928	1.0018	1.1048	190.91	6.1439	17.550	0.025155	vapor
442.82	0.88698	25.665	0.038963	524.19	558.75	2.0934	1.0022	1.1051	190.98	6.1332	17.559	0.025174	vapor
443.06	0.88698	25.649	0.038988	524.43	559.01	2.0940	1.0025	1.1054	191.04	6.1225	17.569	0.025193	vapor
443.30	0.88698	25.632	0.039013	524.68	559.28	2.0946	1.0029	1.1057	191.11	6.1118	17.578	0.025213	vapor
443.55	0.88698	25.616	0.039039	524.93	559.55	2.0952	1.0032	1.1060	191.17	6.1012	17.587	0.025232	vapor
443.79	0.88698	25.599	0.039064	525.17	559.82	2.0958	1.0036	1.1063	191.23	6.0905	17.596	0.025251	vapor
444.03	0.88698	25.583	0.039089	525.42	560.09	2.0964	1.0039	1.1066	191.30	6.0800	17.606	0.025270	vapor
444.28	0.88698	25.566	0.039114	525.67	560.36	2.0970	1.0042	1.1069	191.36	6.0694	17.615	0.025290	vapor
444.52	0.88698	25.550	0.039139	525.91	560.63	2.0976	1.0046	1.1072	191.43	6.0588	17.624	0.025309	vapor
444.76	0.88698	25.534	0.039164	526.16	560.90	2.0982	1.0049	1.1075	191.49	6.0483	17.634	0.025328	vapor
445.01	0.88698	25.517	0.039189	526.41	561.17	2.0988	1.0053	1.1078	191.55	6.0379	17.643	0.025347	vapor
445.25	0.88698	25.501	0.039214	526.65	561.44	2.0994	1.0056	1.1081	191.62	6.0274	17.652	0.025367	vapor
445.49	0.88698	25.485	0.039239	526.90	561.70	2.1000	1.0060	1.1084	191.68	6.0170	17.661	0.025386	vapor
445.74	0.88698	25.469	0.039264	527.15	561.97	2.1006	1.0063	1.1087	191.75	6.0065	17.671	0.025405	vapor
445.98	0.88698	25.452	0.039289	527.40	562.24	2.1012	1.0066	1.1090	191.81	5.9962	17.680	0.025424	vapor
446.22	0.88698	25.436	0.039314	527.64	562.51	2.1019	1.0070	1.1093	191.87	5.9858	17.689	0.025444	vapor
446.46	0.88698	25.420	0.039339	527.89	562.78	2.1025	1.0073	1.1096	191.94	5.9755	17.698	0.025463	vapor
446.71	0.88698	25.404	0.039364	528.14	563.05	2.1031	1.0077	1.1099	192.00	5.9652	17.708	0.025482	vapor
446.95	0.88698	25.388	0.039389	528.39	563.32	2.1037	1.0080	1.1102	192.06	5.9549	17.717	0.025501	vapor
447.19	0.88698	25.371	0.039414	528.63	563.59	2.1043	1.0084	1.1105	192.13	5.9447	17.726	0.025521	vapor
447.44	0.88698	25.355	0.039439	528.88	563.86	2.1049	1.0087	1.1108	192.19	5.9344	17.735	0.025540	vapor
447.68	0.88698	25.339	0.039464	529.13	564.13	2.1055	1.0091	1.1111	192.25	5.9242	17.745	0.025559	vapor
447.92	0.88698	25.323	0.039489	529.38	564.40	2.1061	1.0094	1.1114	192.32	5.9140	17.754	0.025579	vapor
448.17	0.88698	25.307	0.039514	529.62	564.67	2.1067	1.0097	1.1117	192.38	5.9039	17.763	0.025598	vapor
448.41	0.88698	25.291	0.039539	529.87	564.94	2.1073	1.0101	1.1120	192.45	5.8938	17.772	0.025617	vapor
448.65	0.88698	25.275	0.039564	530.12	565.21	2.1079	1.0104	1.1123	192.51	5.8837	17.782	0.025636	vapor
448.90	0.88698	25.259	0.039589	530.37	565.48	2.1085	1.0108	1.1126	192.57	5.8736	17.791	0.025656	vapor
449.14	0.88698	25.243	0.039614	530.62	565.75	2.1091	1.0111	1.1129	192.64	5.8635	17.800	0.025675	vapor
449.38	0.88698	25.228	0.039639	530.87	566.03	2.1097	1.0115	1.1132	192.70	5.8535	17.809	0.025694	vapor
449.62	0.88698	25.212	0.039664	531.11	566.30	2.1103	1.0118	1.1135	192.76	5.8435	17.819	0.025713	vapor
449.87	0.88698	25.196	0.039689	531.36	566.57	2.1109	1.0121	1.1139	192.82	5.8335	17.828	0.025733	vapor
450.11	0.88698	25.180	0.039714	531.61	566.84	2.1115	1.0125	1.1142	192.89	5.8236	17.837	0.025752	vapor
450.35	0.88698	25.164	0.039739	531.86	567.11	2.1121	1.0128	1.1145	192.95	5.8137	17.846	0.025771	vapor
450.60	0.88698	25.148	0.039764	532.11	567.38	2.1127	1.0132	1.1148	193.01	5.8038	17.855	0.025790	vapor
450.84	0.88698	25.133	0.039789	532.36	567.65	2.1133	1.0135	1.1151	193.08	5.7939	17.865	0.025810	vapor
451.08	0.88698	25.117	0.039814	532.61	567.92	2.1139	1.0139	1.1154	193.14	5.7840	17.874	0.025829	vapor
451.33	0.88698	25.101	0.039839	532.86	568.19	2.1145	1.0142	1.1157	193.20	5.7742	17.883	0.025848	vapor
451.57	0.88698	25.085	0.039864	533.11	568.46	2.1151	1.0146	1.1160	193.27	5.7644	17.892	0.025868	vapor
451.81	0.88698	25.070	0.039889	533.35	568.74	2.1157	1.0149	1.1163	193.33	5.7546	17.902	0.025887	vapor
452.06	0.88698	25.054	0.039914	533.60	569.01	2.1163	1.0152	1.1166	193.39	5.7449	17.911	0.025906	vapor
452.30	0.88698	25.038	0.039939	533.85	569.28	2.1169	1.0156	1.1169	193.45	5.7351	17.920	0.025925	vapor
452.54	0.88698	25.023	0.039963	534.10	569.55	2.1175	1.0159	1.1172	193.52	5.7254	17.929	0.025945	vapor
452.78	0.88698	25.007	0.039988	534.35	569.82	2.1181	1.0163	1.1175	193.58	5.7157	17.939	0.025964	vapor
453.03	0.88698	24.992	0.040013	534.60	570.09	2.1187	1.0166	1.1178	193.64	5.7061	17.948	0.025983	vapor
453.27	0.88698	24.976	0.040038	534.85	570.36	2.1193	1.0170	1.1181	193.70	5.6964	17.957	0.026002	vapor
453.51	0.88698	24.961	0.040063	535.10	570.64	2.1199	1.0173	1.1184	193.77	5.6868	17.966	0.026022	vapor
453.76	0.88698	24.945	0.040088	535.35	570.91	2.1205	1.0176	1.1187	193.83	5.6772	17.975	0.026041	vapor
454.00	0.88698	24.930	0.040113	535.60	571.18	2.1211	1.0180	1.1190	193.89	5.6677	17.985	0.026060	vapor
