Temperature (K)	Pressure (MPa)	Density (kg/m3)	Volume (m3/kg)	Internal Energy (kJ/kg)	Enthalpy (kJ/kg)	Entropy (J/g*K)	Cv (J/g*K)	Cp (J/g*K)	Sound Spd. (m/s)	Joule-Thomson (K/MPa)	Viscosity (uPa*s)	Therm. Cond. (W/m*K)	Phase
368.46	7.3783	131.02	0.0076327	462.18	518.50	2.0138	0.80832	1.3103	270.32	5.9742	20.212	0.027910	supercritical
368.62	7.3783	130.90	0.0076391	462.34	518.70	2.0143	0.80827	1.3094	270.43	5.9681	20.217	0.027914	supercritical
368.77	7.3783	130.80	0.0076455	462.49	518.90	2.0149	0.80823	1.3086	270.53	5.9620	20.222	0.027919	supercritical
368.92	7.3783	130.69	0.0076520	462.64	519.10	2.0154	0.80818	1.3078	270.64	5.9559	20.227	0.027923	supercritical
369.08	7.3783	130.58	0.0076584	462.79	519.30	2.0160	0.80814	1.3070	270.74	5.9499	20.232	0.027928	supercritical
369.23	7.3783	130.47	0.0076648	462.95	519.50	2.0165	0.80809	1.3061	270.85	5.9438	20.238	0.027932	supercritical
369.38	7.3783	130.36	0.0076712	463.10	519.70	2.0171	0.80805	1.3053	270.95	5.9377	20.243	0.027937	supercritical
369.54	7.3783	130.25	0.0076775	463.25	519.90	2.0176	0.80801	1.3045	271.06	5.9317	20.248	0.027941	supercritical
369.69	7.3783	130.14	0.0076839	463.41	520.10	2.0181	0.80797	1.3037	271.17	5.9257	20.253	0.027946	supercritical
369.84	7.3783	130.03	0.0076903	463.56	520.30	2.0187	0.80792	1.3029	271.27	5.9196	20.258	0.027951	supercritical
370.00	7.3783	129.93	0.0076967	463.71	520.50	2.0192	0.80788	1.3021	271.38	5.9136	20.263	0.027956	supercritical
370.15	7.3783	129.82	0.0077030	463.86	520.70	2.0198	0.80784	1.3013	271.48	5.9076	20.268	0.027960	supercritical
370.30	7.3783	129.71	0.0077094	464.01	520.90	2.0203	0.80780	1.3005	271.59	5.9016	20.274	0.027965	supercritical
370.45	7.3783	129.60	0.0077158	464.17	521.10	2.0208	0.80776	1.2997	271.69	5.8956	20.279	0.027970	supercritical
370.61	7.3783	129.50	0.0077221	464.32	521.29	2.0214	0.80772	1.2989	271.79	5.8896	20.284	0.027975	supercritical
370.76	7.3783	129.39	0.0077285	464.47	521.49	2.0219	0.80768	1.2981	271.90	5.8837	20.289	0.027980	supercritical
370.91	7.3783	129.29	0.0077348	464.62	521.69	2.0224	0.80765	1.2974	272.00	5.8777	20.294	0.027984	supercritical
371.07	7.3783	129.18	0.0077411	464.77	521.89	2.0230	0.80761	1.2966	272.11	5.8717	20.299	0.027989	supercritical
371.22	7.3783	129.07	0.0077475	464.93	522.09	2.0235	0.80757	1.2958	272.21	5.8658	20.305	0.027994	supercritical
371.37	7.3783	128.97	0.0077538	465.08	522.29	2.0240	0.80754	1.2950	272.32	5.8598	20.310	0.027999	supercritical
371.53	7.3783	128.86	0.0077601	465.23	522.49	2.0246	0.80750	1.2943	272.42	5.8539	20.315	0.028004	supercritical
371.68	7.3783	128.76	0.0077664	465.38	522.68	2.0251	0.80746	1.2935	272.52	5.8480	20.320	0.028009	supercritical
371.83	7.3783	128.65	0.0077727	465.53	522.88	2.0256	0.80743	1.2928	272.63	5.8421	20.325	0.028014	supercritical
371.99	7.3783	128.55	0.0077791	465.68	523.08	2.0262	0.80739	1.2920	272.73	5.8362	20.331	0.028019	supercritical
372.14	7.3783	128.45	0.0077854	465.83	523.28	2.0267	0.80736	1.2913	272.83	5.8303	20.336	0.028024	supercritical
372.29	7.3783	128.34	0.0077917	465.99	523.48	2.0272	0.80733	1.2905	272.94	5.8244	20.341	0.028030	supercritical
372.44	7.3783	128.24	0.0077979	466.14	523.67	2.0278	0.80729	1.2898	273.04	5.8185	20.346	0.028035	supercritical
372.60	7.3783	128.14	0.0078042	466.29	523.87	2.0283	0.80726	1.2890	273.14	5.8126	20.351	0.028040	supercritical
372.75	7.3783	128.03	0.0078105	466.44	524.07	2.0288	0.80723	1.2883	273.25	5.8068	20.357	0.028045	supercritical
372.90	7.3783	127.93	0.0078168	466.59	524.26	2.0294	0.80720	1.2876	273.35	5.8009	20.362	0.028050	supercritical
373.06	7.3783	127.83	0.0078231	466.74	524.46	2.0299	0.80717	1.2868	273.45	5.7950	20.367	0.028056	supercritical
373.21	7.3783	127.72	0.0078293	466.89	524.66	2.0304	0.80714	1.2861	273.56	5.7892	20.372	0.028061	supercritical
373.36	7.3783	127.62	0.0078356	467.04	524.86	2.0309	0.80711	1.2854	273.66	5.7834	20.378	0.028066	supercritical
373.52	7.3783	127.52	0.0078419	467.19	525.05	2.0315	0.80708	1.2847	273.76	5.7775	20.383	0.028072	supercritical
373.67	7.3783	127.42	0.0078481	467.34	525.25	2.0320	0.80705	1.2840	273.86	5.7717	20.388	0.028077	supercritical
373.82	7.3783	127.32	0.0078544	467.49	525.45	2.0325	0.80702	1.2832	273.96	5.7659	20.393	0.028082	supercritical
373.98	7.3783	127.22	0.0078606	467.64	525.64	2.0330	0.80699	1.2825	274.07	5.7601	20.399	0.028088	supercritical
374.13	7.3783	127.12	0.0078668	467.79	525.84	2.0336	0.80696	1.2818	274.17	5.7543	20.404	0.028093	supercritical
374.28	7.3783	127.02	0.0078731	467.94	526.03	2.0341	0.80693	1.2811	274.27	5.7485	20.409	0.028099	supercritical
374.44	7.3783	126.91	0.0078793	468.09	526.23	2.0346	0.80691	1.2804	274.37	5.7428	20.414	0.028104	supercritical
374.59	7.3783	126.81	0.0078855	468.24	526.43	2.0351	0.80688	1.2797	274.47	5.7370	20.420	0.028110	supercritical
374.74	7.3783	126.71	0.0078918	468.39	526.62	2.0357	0.80686	1.2790	274.57	5.7312	20.425	0.028115	supercritical
374.89	7.3783	126.61	0.0078980	468.54	526.82	2.0362	0.80683	1.2784	274.68	5.7255	20.430	0.028121	supercritical
375.05	7.3783	126.52	0.0079042	468.69	527.01	2.0367	0.80680	1.2777	274.78	5.7197	20.436	0.028126	supercritical
375.20	7.3783	126.42	0.0079104	468.84	527.21	2.0372	0.80678	1.2770	274.88	5.7140	20.441	0.028132	supercritical
375.35	7.3783	126.32	0.0079166	468.99	527.40	2.0377	0.80676	1.2763	274.98	5.7083	20.446	0.028137	supercritical
375.51	7.3783	126.22	0.0079228	469.14	527.60	2.0383	0.80673	1.2756	275.08	5.7026	20.452	0.028143	supercritical
375.66	7.3783	126.12	0.0079290	469.29	527.79	2.0388	0.80671	1.2750	275.18	5.6969	20.457	0.028149	supercritical
375.81	7.3783	126.02	0.0079352	469.44	527.99	2.0393	0.80669	1.2743	275.28	5.6912	20.462	0.028154	supercritical
375.97	7.3783	125.92	0.0079414	469.59	528.18	2.0398	0.80666	1.2736	275.38	5.6855	20.467	0.028160	supercritical
376.12	7.3783	125.83	0.0079475	469.74	528.38	2.0403	0.80664	1.2730	275.48	5.6798	20.473	0.028166	supercritical
376.27	7.3783	125.73	0.0079537	469.89	528.57	2.0409	0.80662	1.2723	275.58	5.6741	20.478	0.028172	supercritical
376.43	7.3783	125.63	0.0079599	470.04	528.77	2.0414	0.80660	1.2716	275.68	5.6684	20.483	0.028177	supercritical
376.58	7.3783	125.53	0.0079660	470.19	528.96	2.0419	0.80658	1.2710	275.78	5.6628	20.489	0.028183	supercritical
376.73	7.3783	125.44	0.0079722	470.34	529.16	2.0424	0.80656	1.2703	275.88	5.6571	20.494	0.028189	supercritical
376.88	7.3783	125.34	0.0079784	470.49	529.35	2.0429	0.80654	1.2697	275.98	5.6515	20.499	0.028195	supercritical
377.04	7.3783	125.24	0.0079845	470.63	529.55	2.0434	0.80652	1.2690	276.08	5.6458	20.505	0.028201	supercritical
377.19	7.3783	125.15	0.0079907	470.78	529.74	2.0440	0.80650	1.2684	276.18	5.6402	20.510	0.028207	supercritical
377.34	7.3783	125.05	0.0079968	470.93	529.94	2.0445	0.80648	1.2678	276.28	5.6346	20.516	0.028213	supercritical
377.50	7.3783	124.95	0.0080029	471.08	530.13	2.0450	0.80646	1.2671	276.38	5.6289	20.521	0.028219	supercritical
377.65	7.3783	124.86	0.0080091	471.23	530.32	2.0455	0.80645	1.2665	276.48	5.6233	20.526	0.028225	supercritical
377.80	7.3783	124.76	0.0080152	471.38	530.52	2.0460	0.80643	1.2658	276.58	5.6177	20.532	0.028231	supercritical
377.96	7.3783	124.67	0.0080213	471.53	530.71	2.0465	0.80641	1.2652	276.68	5.6121	20.537	0.028237	supercritical
378.11	7.3783	124.57	0.0080275	471.68	530.90	2.0470	0.80640	1.2646	276.78	5.6066	20.542	0.028243	supercritical
378.26	7.3783	124.48	0.0080336	471.82	531.10	2.0476	0.80638	1.2640	276.88	5.6010	20.548	0.028249	supercritical
378.42	7.3783	124.38	0.0080397	471.97	531.29	2.0481	0.80636	1.2633	276.98	5.5954	20.553	0.028255	supercritical
378.57	7.3783	124.29	0.0080458	472.12	531.48	2.0486	0.80635	1.2627	277.08	5.5899	20.559	0.028261	supercritical
378.72	7.3783	124.19	0.0080519	472.27	531.68	2.0491	0.80633	1.2621	277.18	5.5843	20.564	0.028267	supercritical
378.87	7.3783	124.10	0.0080580	472.42	531.87	2.0496	0.80632	1.2615	277.27	5.5788	20.569	0.028273	supercritical
379.03	7.3783	124.01	0.0080641	472.56	532.06	2.0501	0.80631	1.2609	277.37	5.5732	20.575	0.028279	supercritical
379.18	7.3783	123.91	0.0080702	472.71	532.26	2.0506	0.80629	1.2603	277.47	5.5677	20.580	0.028285	supercritical
379.33	7.3783	123.82	0.0080763	472.86	532.45	2.0511	0.80628	1.2597	277.57	5.5622	20.585	0.028291	supercritical
379.49	7.3783	123.73	0.0080824	473.01	532.64	2.0516	0.80627	1.2591	277.67	5.5567	20.591	0.028298	supercritical
379.64	7.3783	123.63	0.0080885	473.16	532.84	2.0521	0.80625	1.2585	277.77	5.5512	20.596	0.028304	supercritical
379.79	7.3783	123.54	0.0080945	473.30	533.03	2.0526	0.80624	1.2579	277.86	5.5457	20.602	0.028310	supercritical
379.95	7.3783	123.45	0.0081006	473.45	533.22	2.0532	0.80623	1.2573	277.96	5.5402	20.607	0.028316	supercritical
380.10	7.3783	123.36	0.0081067	473.60	533.41	2.0537	0.80622	1.2567	278.06	5.5347	20.613	0.028323	supercritical
380.25	7.3783	123.26	0.0081127	473.75	533.61	2.0542	0.80621	1.2561	278.16	5.5292	20.618	0.028329	supercritical
380.41	7.3783	123.17	0.0081188	473.89	533.80	2.0547	0.80620	1.2555	278.25	5.5237	20.623	0.028335	supercritical
380.56	7.3783	123.08	0.0081249	474.04	533.99	2.0552	0.80619	1.2550	278.35	5.5183	20.629	0.028342	supercritical
380.71	7.3783	122.99	0.0081309	474.19	534.18	2.0557	0.80618	1.2544	278.45	5.5128	20.634	0.028348	supercritical
380.86	7.3783	122.90	0.0081370	474.34	534.37	2.0562	0.80617	1.2538	278.55	5.5074	20.640	0.028354	supercritical
381.02	7.3783	122.80	0.0081430	474.48	534.57	2.0567	0.80616	1.2532	278.64	5.5019	20.645	0.028361	supercritical
381.17	7.3783	122.71	0.0081490	474.63	534.76	2.0572	0.80615	1.2526	278.74	5.4965	20.651	0.028367	supercritical
381.32	7.3783	122.62	0.0081551	474.78	534.95	2.0577	0.80614	1.2521	278.84	5.4911	20.656	0.028374	supercritical
381.48	7.3783	122.53	0.0081611	474.93	535.14	2.0582	0.80613	1.2515	278.93	5.4857	20.661	0.028380	supercritical
381.63	7.3783	122.44	0.0081671	475.07	535.33	2.0587	0.80613	1.2509	279.03	5.4803	20.667	0.028387	supercritical
381.78	7.3783	122.35	0.0081732	475.22	535.52	2.0592	0.80612	1.2504	279.13	5.4749	20.672	0.028393	supercritical
381.94	7.3783	122.26	0.0081792	475.37	535.72	2.0597	0.80611	1.2498	279.23	5.4695	20.678	0.028400	supercritical
382.09	7.3783	122.17	0.0081852	475.51	535.91	2.0602	0.80611	1.2493	279.32	5.4641	20.683	0.028406	supercritical
382.24	7.3783	122.08	0.0081912	475.66	536.10	2.0607	0.80610	1.2487	279.42	5.4587	20.689	0.028413	supercritical
382.40	7.3783	121.99	0.0081972	475.81	536.29	2.0612	0.80609	1.2482	279.51	5.4533	20.694	0.028419	supercritical
382.55	7.3783	121.90	0.0082032	475.95	536.48	2.0617	0.80609	1.2476	279.61	5.4480	20.700	0.028426	supercritical
382.70	7.3783	121.81	0.0082092	476.10	536.67	2.0622	0.80608	1.2471	279.71	5.4426	20.705	0.028433	supercritical
382.85	7.3783	121.73	0.0082152	476.25	536.86	2.0627	0.80608	1.2465	279.80	5.4373	20.711	0.028439	supercritical
383.01	7.3783	121.64	0.0082212	476.39	537.05	2.0632	0.80607	1.2460	279.90	5.4319	20.716	0.028446	supercritical
383.16	7.3783	121.55	0.0082272	476.54	537.24	2.0637	0.80607	1.2454	279.99	5.4266	20.722	0.028453	supercritical
383.31	7.3783	121.46	0.0082332	476.69	537.43	2.0642	0.80607	1.2449	280.09	5.4213	20.727	0.028459	supercritical
383.47	7.3783	121.37	0.0082392	476.83	537.62	2.0647	0.80606	1.2444	280.19	5.4160	20.733	0.028466	supercritical
383.62	7.3783	121.28	0.0082451	476.98	537.82	2.0652	0.80606	1.2438	280.28	5.4106	20.738	0.028473	supercritical
383.77	7.3783	121.20	0.0082511	477.13	538.01	2.0657	0.80606	1.2433	280.38	5.4053	20.744	0.028479	supercritical
383.93	7.3783	121.11	0.0082571	477.27	538.20	2.0662	0.80606	1.2428	280.47	5.4001	20.749	0.028486	supercritical
384.08	7.3783	121.02	0.0082631	477.42	538.39	2.0667	0.80605	1.2422	280.57	5.3948	20.755	0.028493	supercritical
384.23	7.3783	120.93	0.0082690	477.56	538.58	2.0672	0.80605	1.2417	280.66	5.3895	20.760	0.028500	supercritical
384.39	7.3783	120.85	0.0082750	477.71	538.77	2.0677	0.80605	1.2412	280.76	5.3842	20.766	0.028506	supercritical
384.54	7.3783	120.76	0.0082809	477.86	538.96	2.0682	0.80605	1.2407	280.85	5.3789	20.771	0.028513	supercritical
384.69	7.3783	120.67	0.0082869	478.00	539.15	2.0686	0.80605	1.2401	280.95	5.3737	20.777	0.028520	supercritical
384.84	7.3783	120.59	0.0082928	478.15	539.34	2.0691	0.80605	1.2396	281.04	5.3684	20.782	0.028527	supercritical
385.00	7.3783	120.50	0.0082988	478.29	539.53	2.0696	0.80605	1.2391	281.14	5.3632	20.788	0.028534	supercritical
385.15	7.3783	120.41	0.0083047	478.44	539.72	2.0701	0.80605	1.2386	281.23	5.3580	20.793	0.028541	supercritical
385.30	7.3783	120.33	0.0083107	478.59	539.90	2.0706	0.80605	1.2381	281.33	5.3527	20.799	0.028548	supercritical
385.46	7.3783	120.24	0.0083166	478.73	540.09	2.0711	0.80605	1.2376	281.42	5.3475	20.804	0.028555	supercritical
385.61	7.3783	120.16	0.0083225	478.88	540.28	2.0716	0.80605	1.2371	281.52	5.3423	20.810	0.028562	supercritical
385.76	7.3783	120.07	0.0083284	479.02	540.47	2.0721	0.80606	1.2366	281.61	5.3371	20.815	0.028568	supercritical
385.92	7.3783	119.99	0.0083344	479.17	540.66	2.0726	0.80606	1.2361	281.70	5.3319	20.821	0.028575	supercritical
386.07	7.3783	119.90	0.0083403	479.31	540.85	2.0731	0.80606	1.2356	281.80	5.3267	20.826	0.028582	supercritical
386.22	7.3783	119.82	0.0083462	479.46	541.04	2.0736	0.80606	1.2351	281.89	5.3215	20.832	0.028589	supercritical
386.38	7.3783	119.73	0.0083521	479.61	541.23	2.0741	0.80607	1.2346	281.99	5.3163	20.837	0.028596	supercritical
386.53	7.3783	119.65	0.0083580	479.75	541.42	2.0745	0.80607	1.2341	282.08	5.3111	20.843	0.028604	supercritical
386.68	7.3783	119.56	0.0083639	479.90	541.61	2.0750	0.80607	1.2336	282.17	5.3060	20.848	0.028611	supercritical
386.83	7.3783	119.48	0.0083698	480.04	541.80	2.0755	0.80608	1.2331	282.27	5.3008	20.854	0.028618	supercritical
386.99	7.3783	119.39	0.0083757	480.19	541.98	2.0760	0.80608	1.2326	282.36	5.2957	20.860	0.028625	supercritical
387.14	7.3783	119.31	0.0083816	480.33	542.17	2.0765	0.80609	1.2322	282.46	5.2905	20.865	0.028632	supercritical
387.29	7.3783	119.22	0.0083875	480.48	542.36	2.0770	0.80609	1.2317	282.55	5.2854	20.871	0.028639	supercritical
387.45	7.3783	119.14	0.0083934	480.62	542.55	2.0775	0.80610	1.2312	282.64	5.2803	20.876	0.028646	supercritical
387.60	7.3783	119.06	0.0083993	480.77	542.74	2.0780	0.80610	1.2307	282.74	5.2751	20.882	0.028653	supercritical
387.75	7.3783	118.97	0.0084052	480.91	542.93	2.0784	0.80611	1.2302	282.83	5.2700	20.887	0.028660	supercritical
387.91	7.3783	118.89	0.0084110	481.06	543.12	2.0789	0.80611	1.2298	282.92	5.2649	20.893	0.028668	supercritical
388.06	7.3783	118.81	0.0084169	481.20	543.30	2.0794	0.80612	1.2293	283.01	5.2598	20.898	0.028675	supercritical
388.21	7.3783	118.73	0.0084228	481.35	543.49	2.0799	0.80613	1.2288	283.11	5.2547	20.904	0.028682	supercritical
388.37	7.3783	118.64	0.0084286	481.49	543.68	2.0804	0.80613	1.2284	283.20	5.2496	20.910	0.028689	supercritical
388.52	7.3783	118.56	0.0084345	481.64	543.87	2.0809	0.80614	1.2279	283.29	5.2445	20.915	0.028696	supercritical
388.67	7.3783	118.48	0.0084404	481.78	544.06	2.0813	0.80615	1.2274	283.39	5.2395	20.921	0.028704	supercritical
388.82	7.3783	118.40	0.0084462	481.93	544.24	2.0818	0.80616	1.2270	283.48	5.2344	20.926	0.028711	supercritical
388.98	7.3783	118.31	0.0084521	482.07	544.43	2.0823	0.80616	1.2265	283.57	5.2294	20.932	0.028718	supercritical
389.13	7.3783	118.23	0.0084579	482.21	544.62	2.0828	0.80617	1.2261	283.66	5.2243	20.937	0.028726	supercritical
389.28	7.3783	118.15	0.0084638	482.36	544.81	2.0833	0.80618	1.2256	283.76	5.2193	20.943	0.028733	supercritical
389.44	7.3783	118.07	0.0084696	482.50	544.99	2.0838	0.80619	1.2251	283.85	5.2142	20.949	0.028740	supercritical
389.59	7.3783	117.99	0.0084754	482.65	545.18	2.0842	0.80620	1.2247	283.94	5.2092	20.954	0.028748	supercritical
389.74	7.3783	117.91	0.0084813	482.79	545.37	2.0847	0.80621	1.2242	284.03	5.2042	20.960	0.028755	supercritical
389.90	7.3783	117.83	0.0084871	482.94	545.56	2.0852	0.80622	1.2238	284.12	5.1991	20.965	0.028762	supercritical
390.05	7.3783	117.74	0.0084929	483.08	545.74	2.0857	0.80623	1.2233	284.22	5.1941	20.971	0.028770	supercritical
390.20	7.3783	117.66	0.0084988	483.23	545.93	2.0862	0.80624	1.2229	284.31	5.1891	20.977	0.028777	supercritical
390.36	7.3783	117.58	0.0085046	483.37	546.12	2.0866	0.80625	1.2225	284.40	5.1841	20.982	0.028784	supercritical
390.51	7.3783	117.50	0.0085104	483.51	546.31	2.0871	0.80626	1.2220	284.49	5.1791	20.988	0.028792	supercritical
390.66	7.3783	117.42	0.0085162	483.66	546.49	2.0876	0.80627	1.2216	284.58	5.1742	20.993	0.028799	supercritical
390.81	7.3783	117.34	0.0085220	483.80	546.68	2.0881	0.80628	1.2211	284.67	5.1692	20.999	0.028807	supercritical
390.97	7.3783	117.26	0.0085278	483.95	546.87	2.0886	0.80630	1.2207	284.77	5.1642	21.005	0.028814	supercritical
391.12	7.3783	117.18	0.0085336	484.09	547.05	2.0890	0.80631	1.2203	284.86	5.1592	21.010	0.028822	supercritical
391.27	7.3783	117.10	0.0085394	484.23	547.24	2.0895	0.80632	1.2198	284.95	5.1543	21.016	0.028829	supercritical
391.43	7.3783	117.02	0.0085452	484.38	547.43	2.0900	0.80633	1.2194	285.04	5.1493	21.021	0.028837	supercritical
391.58	7.3783	116.94	0.0085510	484.52	547.61	2.0905	0.80635	1.2190	285.13	5.1444	21.027	0.028844	supercritical
391.73	7.3783	116.87	0.0085568	484.67	547.80	2.0909	0.80636	1.2186	285.22	5.1395	21.033	0.028852	supercritical
391.89	7.3783	116.79	0.0085626	484.81	547.99	2.0914	0.80637	1.2181	285.31	5.1345	21.038	0.028859	supercritical
392.04	7.3783	116.71	0.0085684	484.95	548.17	2.0919	0.80639	1.2177	285.40	5.1296	21.044	0.028867	supercritical
392.19	7.3783	116.63	0.0085742	485.10	548.36	2.0924	0.80640	1.2173	285.49	5.1247	21.050	0.028875	supercritical
392.35	7.3783	116.55	0.0085800	485.24	548.55	2.0928	0.80642	1.2169	285.59	5.1198	21.055	0.028882	supercritical
392.50	7.3783	116.47	0.0085858	485.38	548.73	2.0933	0.80643	1.2164	285.68	5.1149	21.061	0.028890	supercritical
392.65	7.3783	116.39	0.0085915	485.53	548.92	2.0938	0.80645	1.2160	285.77	5.1100	21.067	0.028897	supercritical
392.81	7.3783	116.32	0.0085973	485.67	549.10	2.0943	0.80646	1.2156	285.86	5.1051	21.072	0.028905	supercritical
392.96	7.3783	116.24	0.0086031	485.81	549.29	2.0947	0.80648	1.2152	285.95	5.1002	21.078	0.028913	supercritical
393.11	7.3783	116.16	0.0086088	485.96	549.48	2.0952	0.80649	1.2148	286.04	5.0953	21.083	0.028920	supercritical
393.26	7.3783	116.08	0.0086146	486.10	549.66	2.0957	0.80651	1.2144	286.13	5.0905	21.089	0.028928	supercritical
393.42	7.3783	116.00	0.0086203	486.24	549.85	2.0962	0.80652	1.2140	286.22	5.0856	21.095	0.028936	supercritical
393.57	7.3783	115.93	0.0086261	486.39	550.03	2.0966	0.80654	1.2136	286.31	5.0808	21.100	0.028943	supercritical
393.72	7.3783	115.85	0.0086319	486.53	550.22	2.0971	0.80656	1.2132	286.40	5.0759	21.106	0.028951	supercritical
393.88	7.3783	115.77	0.0086376	486.67	550.41	2.0976	0.80657	1.2128	286.49	5.0711	21.112	0.028959	supercritical
394.03	7.3783	115.70	0.0086434	486.82	550.59	2.0980	0.80659	1.2124	286.58	5.0662	21.117	0.028967	supercritical
394.18	7.3783	115.62	0.0086491	486.96	550.78	2.0985	0.80661	1.2120	286.67	5.0614	21.123	0.028974	supercritical
394.34	7.3783	115.54	0.0086548	487.10	550.96	2.0990	0.80663	1.2116	286.76	5.0566	21.129	0.028982	supercritical
394.49	7.3783	115.47	0.0086606	487.25	551.15	2.0995	0.80664	1.2112	286.85	5.0518	21.134	0.028990	supercritical
394.64	7.3783	115.39	0.0086663	487.39	551.33	2.0999	0.80666	1.2108	286.94	5.0469	21.140	0.028998	supercritical
394.80	7.3783	115.31	0.0086720	487.53	551.52	2.1004	0.80668	1.2104	287.03	5.0421	21.146	0.029005	supercritical
394.95	7.3783	115.24	0.0086778	487.68	551.70	2.1009	0.80670	1.2100	287.12	5.0373	21.151	0.029013	supercritical
395.10	7.3783	115.16	0.0086835	487.82	551.89	2.1013	0.80672	1.2096	287.21	5.0326	21.157	0.029021	supercritical
395.25	7.3783	115.09	0.0086892	487.96	552.07	2.1018	0.80674	1.2092	287.29	5.0278	21.163	0.029029	supercritical
395.41	7.3783	115.01	0.0086949	488.11	552.26	2.1023	0.80676	1.2088	287.38	5.0230	21.168	0.029037	supercritical
395.56	7.3783	114.93	0.0087006	488.25	552.44	2.1027	0.80678	1.2084	287.47	5.0182	21.174	0.029045	supercritical
395.71	7.3783	114.86	0.0087064	488.39	552.63	2.1032	0.80680	1.2081	287.56	5.0135	21.180	0.029053	supercritical
395.87	7.3783	114.78	0.0087121	488.53	552.81	2.1037	0.80682	1.2077	287.65	5.0087	21.185	0.029060	supercritical
396.02	7.3783	114.71	0.0087178	488.68	553.00	2.1041	0.80684	1.2073	287.74	5.0040	21.191	0.029068	supercritical
396.17	7.3783	114.63	0.0087235	488.82	553.18	2.1046	0.80686	1.2069	287.83	4.9992	21.197	0.029076	supercritical
396.33	7.3783	114.56	0.0087292	488.96	553.37	2.1051	0.80688	1.2065	287.92	4.9945	21.202	0.029084	supercritical
396.48	7.3783	114.48	0.0087349	489.10	553.55	2.1055	0.80690	1.2062	288.01	4.9897	21.208	0.029092	supercritical
396.63	7.3783	114.41	0.0087406	489.25	553.74	2.1060	0.80692	1.2058	288.09	4.9850	21.214	0.029100	supercritical
396.79	7.3783	114.33	0.0087463	489.39	553.92	2.1065	0.80694	1.2054	288.18	4.9803	21.219	0.029108	supercritical
396.94	7.3783	114.26	0.0087519	489.53	554.11	2.1069	0.80696	1.2050	288.27	4.9756	21.225	0.029116	supercritical
397.09	7.3783	114.19	0.0087576	489.67	554.29	2.1074	0.80699	1.2047	288.36	4.9709	21.231	0.029124	supercritical
397.24	7.3783	114.11	0.0087633	489.82	554.48	2.1079	0.80701	1.2043	288.45	4.9662	21.236	0.029132	supercritical
397.40	7.3783	114.04	0.0087690	489.96	554.66	2.1083	0.80703	1.2039	288.54	4.9615	21.242	0.029140	supercritical
397.55	7.3783	113.96	0.0087747	490.10	554.84	2.1088	0.80705	1.2036	288.62	4.9568	21.248	0.029148	supercritical
397.70	7.3783	113.89	0.0087804	490.24	555.03	2.1093	0.80708	1.2032	288.71	4.9521	21.253	0.029156	supercritical
397.86	7.3783	113.82	0.0087860	490.39	555.21	2.1097	0.80710	1.2029	288.80	4.9474	21.259	0.029164	supercritical
398.01	7.3783	113.74	0.0087917	490.53	555.40	2.1102	0.80712	1.2025	288.89	4.9428	21.265	0.029172	supercritical
398.16	7.3783	113.67	0.0087974	490.67	555.58	2.1106	0.80715	1.2021	288.98	4.9381	21.271	0.029180	supercritical
398.32	7.3783	113.60	0.0088030	490.81	555.76	2.1111	0.80717	1.2018	289.06	4.9335	21.276	0.029188	supercritical
398.47	7.3783	113.52	0.0088087	490.96	555.95	2.1116	0.80720	1.2014	289.15	4.9288	21.282	0.029196	supercritical
398.62	7.3783	113.45	0.0088143	491.10	556.13	2.1120	0.80722	1.2011	289.24	4.9242	21.288	0.029205	supercritical
398.78	7.3783	113.38	0.0088200	491.24	556.32	2.1125	0.80724	1.2007	289.33	4.9195	21.293	0.029213	supercritical
398.93	7.3783	113.31	0.0088256	491.38	556.50	2.1129	0.80727	1.2004	289.41	4.9149	21.299	0.029221	supercritical
399.08	7.3783	113.23	0.0088313	491.52	556.68	2.1134	0.80729	1.2000	289.50	4.9103	21.305	0.029229	supercritical
399.23	7.3783	113.16	0.0088369	491.67	556.87	2.1139	0.80732	1.1997	289.59	4.9056	21.310	0.029237	supercritical
399.39	7.3783	113.09	0.0088426	491.81	557.05	2.1143	0.80735	1.1993	289.68	4.9010	21.316	0.029245	supercritical
399.54	7.3783	113.02	0.0088482	491.95	557.23	2.1148	0.80737	1.1990	289.76	4.8964	21.322	0.029253	supercritical
399.69	7.3783	112.95	0.0088539	492.09	557.42	2.1152	0.80740	1.1986	289.85	4.8918	21.328	0.029262	supercritical
399.85	7.3783	112.87	0.0088595	492.23	557.60	2.1157	0.80742	1.1983	289.94	4.8872	21.333	0.029270	supercritical
400.00	7.3783	112.80	0.0088651	492.38	557.79	2.1162	0.80745	1.1979	290.03	4.8826	21.339	0.029278	supercritical
